총점,회사,날짜,별점,요약,장점,단점,경영진에게
2.4,디에스케이(주),2019. 03,2점,"""벌여 놓은 프로젝트에 비해 인원부족. 남아 있는 인원 마져 의욕이 없음.
사람들은 나쁘지 않음.""","임원진들이 직원들 이야기를 들어주려고 노력함.
일의 난이도가 장비 복잡성에 비해 낮아 파악하기 나쁘지 않음.","팬하나 사는거까지 모두 간섭 받음.
시스템이 재대로 갖춰지지 않아 번거롭다.","인원 보충좀 해주세요.
이번 프로젝트만 넘기고 돈 못버실것도 아닌데 너무 겁내시는거 같습니다."
2.4,디에스케이(주),2019. 03,5점,"""제발 시대에 맞게 변화하길 바랍니다
정말 다니기 힘든 회사...돈 몇만원 때문에 10시 땡치면 퇴근하는 분위기...그돈 탐내지 말고 집에가라...특히 설계팀""","- 연말쯤 신사옥 이전 예정
- 2년마다 스톡옵션 지급 할수도 있음
- 외부 식당이 작은게 3개쯤 되서 골라먹기 가능
- 일이 쉽다
- 해고 잘 안함(왠만한 중소기업은...)
- 경영권 분쟁 승리로 한동안은 잠잠 할 듯
- 엘지가 주고객으로 디스플레이 호황으로 돈 많이 범
- 보톡스 사업이 혹시 다시 잘될수도?","- 전자 결재 대신 서면 결재
- 구매품 발주시 전자결재대신 ERP로 BOM 입력
- 경비처리시 회계전표 직접 작성
- 엄청난 텃새(장난 아님)
- 낡은 시스템 어두운 사무실
- 주차공간 부족, 정말 1도 없음(feat. 주차단속)
- 커피, 사무용품 지급 없음
- 디스플레이 설비...인라인...장기 출장
- 복지 없음
- 외주 업체나 협력사는 친인척 또는 관계자
- 경영진이 직원에게 관심 없음
- 공장 잠바...창피함","사장님이나 임원진들 좋은 분이고 오래된 사람들 챙깁니다
중간층은 너무 못 됐네요"
2.4,디에스케이(주),2019. 03,2점,"""오너가 절대 반지를 소유한 회사로 임원들도 눈치보기 급급하여 소신 발언하는 사람이없다""",요즘 처럼 불경기에도 항상 일이 많아 월급 걱정은 없다,일이 맔고 사람이 적어 그때 그때 땜빵식 일처리가 많고 특별한 기술력이없다. 동종업계 비슷한 매출액 회사들과 비교해 인원이 30%수준으로 쥐어 짬에 진수를 볼수있다. 개발부서에서 일하면 개발자라기 보다는 생산팀에서 일사는 느낌이 많이든다,사람은 소모품이 아니며 존중 받은 만큼 존중하게 되어있는데 잘 모르는듯.. 전문 경영이 체제로 가면 시너지가 클듯함
2.4,디에스케이(주),2019. 03,3점,"""업계에서 입지를 단단히 한 회사. 회사 확장을 위해 여러가지 업태에 진출하기 위해 노력함""","자기일을 완료하면 퇴근의 눈치없고 자유로움, 일하는데에 불편함은 없음, 인센티브같은 실적을 달성하면 보상을 해줌,","지원부서와의 이유없이 소통이 잘 안됨
타부서와의 협업이 잘안됨, 주차장이 부족함",회사의 규모를 키우기보다는 회사에 비젼을 먼저 생각했으면 하는 생각이 든다.
2.4,디에스케이(주),2019. 03,1점,"""코스탁 상장된회사로 자금력탄탄한 회사임
디스플래이 장비 제조""","장점이라고한다면 일하면서 자유롭게 쉬는시간가질수있음
점","우선 연봉이 업계 평균 하위권이고..
특정부서만 야근 야근함","인원이 모자라 야근을 많이함
신규 채용을 확대해야합니다."
2.4,디에스케이(주),2019. 03,1점,"""연봉이 알바보다 적게줌 최저연봉 많은회사이익밖에 없음
빽없으면 진급 어려움""",빽있으면 진급 빠르고 회사편함 연봉도 같음 빽있음 아주좋음,"일이 있는거에 비해 금액적인부분이 아주 심각하게 작음
그냥 알바하는게 속편함",직원들 챙긴다 챙긴다 말만 하지말고 먼가를 보여주었으면함
2.4,디에스케이(주),2018. 07,2점,"""체계가 없고 정신 없이 일을 시키고 일이 많다. 전형적인 다이아몬드 형 기업 구조이다.""",많은 업무량에 따른 시간외 비용이 발생 하고 잦은 출장으로 인해 추가 비용 또한 발생한다.,많은 업무량과 잦은 출장으로인해 가정 및 지인과 일반적 사회 생활을 할수가 없습니다. 또한 자기 개발의 시간이 없으며 주먹구구식의 일이 많습니다. 체계가 잡힌게 없고 뭔가 잡으려고 하는듯하나 윗 상사 눈치 보기에 바빠 해결 가능성이 없으며 혁신을 극히 싫어 합니다.,다니고 싶은 회사... 본인들 다니기 좋은 회사 말고 해당 구성원이 다니고 싶은 회사를 만들어가기 위한 앞 세대의 노력이 각별이 필요 하다 생각합니다.
2.4,디에스케이(주),2018. 06,4점,"""일이 많고(단납기로 인한) 야근이 잦으나 업계 관례와 다르게 수당을 넉넉하게 챙겨줌""",직급에 따른 군대 문화 보단 어느 정도 수평적 관계 유지 (해당 부서 팀장에 따라 분위기 다를 수 있음 / 글쓴이 기준임을 알림. ) / 회사의 전문성 및 기술력 보유로 인한 개개인 실력 향상의 큰 도움이 됨,잦은 야근 및 특근으로 인한 개인 시간이 부족함. 부서에 따라 출장이 매우 잦음 (장기 출장 포함) / 자차 보유시 주차장 문제 심각(출근시간 대비 최소 2~30분 일찍 출근해야 주차 자리 있음),기숙사 열악 문제 해결 시급(시설 낙후 및 방 하나 당 사용 인원 과다 / 회사 주차 문제 해결 시급 등 회사 시설 문제 등 개선 필요
2.4,디에스케이(주),2018. 03,1점,"""일이 많다. 쓸데없이. 타 팀과의 업무가 원활이 안된다. 일하는거에 비해서 돈도 작게 준다.""",딱히 장점도 단점도 없는듯. 그나 수당은 챙겨주는게 장점인듯.,출장이 많다. 연장 야근 특근이 많다. 개인 시간이 없는게 너무 크다. 가족과 함께 할 시간이 없다.,직원들의 불만이 뭔지 알아줬으면 좋겠다.
2.4,디에스케이(주),2018. 03,3점,"""상장사이기에 왠만한 시스템 갖춰져 있음""",상장사이기에 재무적으로 안정성이 있고 성과시 스톡옵션등 추가 혜택 가능,성과급 때문인지 동종업계 대비 연봉이 조금 낮고 복리후생도 그리 크지 않음,직원들을 위해 많은 복지를 늘려줬으면 함
2.4,디에스케이(주),2017. 07,2점,"""분위기는 자유롭지만 일이 많음 연봉또한 많지않음""",휴게시간이 비교적 자유로우며 사내 분위기도 자유로움 짤리는사람 못봤기에 본인에 의지에 따라 평생직장으로 삼을수 있음,"야근, 주말출근, 잦은해외출장, 한명당 맡은일이 많음 이러한 이유 때문에 가정에 소홀하게 됨",직원들은 돈벌어다 주는사람 으로만 알고있는듯 직원들 신경좀 써주길
2.4,디에스케이(주),2017. 02,3점,"""부서마다 다르겠지만 전반적으로 사람에 대한 스트레스는 없음.
해외파견근무가 많음. 연봉이 적음. 딱히 내세울 복지 없음.""",나름 수평적인 구조. 일에 대한 압박은 어느정도 있지만 사람에 대한 스트레스는 비교적 없는 편. 해외나 지방으로 파견갈 일이 많아서 한 곳에 오래 못있는 사람한테는 적격.,연봉이 적고 복지가 없음. 일은 나름 많이 하는데 단순 반복 노동.,조금 더 체계적인 시스템이 잡혔으면 좋겠습니다. 연봉상승과 성과급도 좀 있었으면 좋겠습니다. 복지도 많은 개선 부탁드립니다.
2.4,디에스케이(주),2016. 12,4점,"""장기간 출장으로 고통이 있을 수는 있지만 사람들과의 스트레스는 없음.""","직원들과 어우러지내기 편함. 업무 강도는 부서마다 다르겠으나, 거의 스트레스는 없었음",연봉이 매우 적다...장기간 해외 출장으로 한국이 그리워질 때가 있다.,"신규사업으로 변환되었던데, 번창하시길 바랍니다."
2.4,디에스케이(주),2016. 02,2점,"""대기업 1차밴드로 엔진 부품생산및 수리를 하는회사
매출은 잘 모르겠음""","배엔진 부품들에 대한 지식과 용접 가공 도금 연마등
여러 공정들을 체험 가능","철저한 분업화로 배울수 있는기술은 정해져있고
임금상승률도 낮음","직원들 복지와 연봉이 좀더 개선되어야 한다고 생각함
대체공휴일은 좀 쉬었으면 좋겠다"
2.4,디에스케이(주),2016. 02,2점,"""수당 및 연봉만 적정 선으로 조절 되면... 나쁘지 않은 회사...""","일에 대한 자율성이 보장 됨.(일하기 편함)
부서에 따라 틀리지만.. 칼퇴근 횟수가 많음..
수당/복지 좋류가 많음.(특근, 야근, 생일, 결혼 기념일 등등...)","일할 사람이 점점 줄어 듬(신입은 금방 나가고.. 장기 근속자는 계속 있음)
일에 대한 수당/출장비가 15년전 그대로임..(현실에 맞지 않음)
이사진 및 팀장들이 사장 눈치 보느라 바쁨.","사장 한마디에 쩔쩔대는 모습~ 보기 안좋습니다.
이제 눈치는 그만 보시고~ 직원들 좀 챙기 시죠..."
2.4,디에스케이(주),2015. 06,2점,"""자본금 튼실한 회사로 코스닥에 상장기업""",상장회사라는 메리트와 작은 규모의 회사지만 장비 큰수주가능하고 건실한 여러 계열사 가지고 있어 자본금 튼실. 나름 오래된 회사.,낮은 연봉과 잦은 출장과 업무과다 집중,장비의 다각화로 새로운 먹거리 창출.
2.4,디에스케이(주),2015. 04,2점,"""규모에 비해 자본금도 많고 코스닥 상장기업에 나름 탄탄한 회사.""",분위기는 정말 좋다 자유롭게 일하는 시간에도 인터넷을 하고 커피타임도 자유고 승진또한 중소기업이 초고속 승진가능 하다는것을 보여줌. 또 회사에 자본금이 나름 탄탄하다.,"부서마다 상이하지만 특정 부서는 야근,특근이 너무길고 많다. 또 수당 이적고 회사가 탄탄하더라도 연봉은 낮은편이다.",출장이 잦은 부서에 신경을 많이 써줘야합니다.
2.4,디에스케이(주),2014. 08,2점,"""내실있는 중소기업에 코스닥 상장 기업.""","회사 분위기,생활 등 전반적으로 자유롭고 좋은편.
공정한 인사 평가로 승진 및 급여 인상률이 좋은편.","제어쪽 부서인경우 잦은 출장과 야근 주말특근.
그리고 수당이 낮은편.",지금 경영진 잘이끌어가지만 수당이 너무적다.
