총점,회사,날짜,별점,요약,장점,단점,경영진에게
2.6,(주)바른전자,2017. 04,2점,"""대우는 업계 평균 이하, 수직적인 조직문화, 직원간의 분위기는 좋은편, 임원위주의 의사진행, 업무자유도 낮음, 직원 복지는 거의 없음""","동일부서 직원들의 유대관계 높음, 퇴근의 제약 적음 , 사내식당이 있어 식비 지출 적음","개인 연차 사용 제약 많음, 회사의 재정상태가 어려울시 직원이 고통분담함, 원자재 외부 의존도가 높아 원자재 수급안될시 회사 경영 악화됨","부하직원에 대한 배려, 존중이 필요할듯함. 본인의 의사 결정 후 책임의식필요, 임원 위주의 복지정책을 직원으로 확대 필요"
2.6,(주)바른전자,2017. 03,3점,"""조용조용 편안하게 일 할 수 있는 분위기의 회사""","적당한 업무량과 칼퇴가 장점인 회사.
쾌적하지는 않지만 괜찮은 업무환경",팀사람들도 모두 개인플레이. 적응하기 어렵다. 혼자 알아서 해야한다.,사내교육이라던가 다른 교육기관들을 통한 교육이 활발했으면 좋겠다.
2.6,(주)바른전자,2017. 02,2점,"""경력이 쌓이거나 열량이 향상되기는 어려우나, 정확한 근무시간과 퇴근시간으로 삶의 균형은 좋다.
하지만 사람 짜르는 것을 너무 쉽게 생각한다.""","회사에서 짤리지만 않는다면 이 업계의 공무원 수준이다.
근무조건은 좋은편.","회사가 위태롭고 매년 구조조정을 해왔고, 자주 한다.
그러면서 사람을 뽑고 있다.","매년하는 구조조정하고 사람뽑고 구조조정하고 또 사람뽑고, 능력있는 사람이 남아있으려고 하겠는가? 기회를 가진사람은 모두 나간다."
2.6,(주)바른전자,2017. 01,3점,"""직원간에 가족같은 분위기와 자유로운 근무시간이 배려됨""",상장회사로 자긍심이 있고 해외공장도 보유하여 해외 출장의 기회가 있음,"대기업 협력업체로 대기업의 영향을 많이 받고 있으며, 임원들도 대기업 출신이 많아 그곳 영향을 받음",좀더 적극적이고 세심하며 내실 있게 관리가 필요하다
2.6,(주)바른전자,2017. 01,3점,"""성장하고자 욕심만 갖는다면 직조장까지도 올라갈 수 있는 기회가 주어짐""",해외 수출기업으로 매출기복이 심하지 않아 안정적으록 근무 가능,"부족한 복리후생, 상여금 제도 없음, 접근하기 힘든 교통편",입지적인 조건을 감안해서 이익을 직원들에게 배분할 수 있는 시스템 마련 필요.
2.6,(주)바른전자,2016. 10,3점,"""그냥 후공정 회사인데 제품의 질은 안좋은데 싸게 만들어서 외국에서 선호.""","제품을 싸게 팔아서 그런지 물량이 꾸준하고 조금씩 성장함.
중국도 간다는데 말만 그런것같은 몇년째 제자리상태임.
대표가 주식으로 장난을 침.",일하는양에비해 급여가 작음.시급직과 연봉직이 있는데 연봉직은 일을 많이해도 급여가 적음.시급직은 일하는 만큼 받음. 부장급 월급받을 떄도 있음,"신규설비를 추가해주시고 각부서에 맞는 인원을 배치해주시길 바랍니다.
어떤팀은 놀고 어떤팀을 사람이 없어서 주말없이 일하는 경우가 허다함."
2.6,(주)바른전자,2016. 07,5점,"""수평적인 기업문화, 중소기업 답지않게 확실하게 체계가 잡혀있음(할수만 있다면 복직희망)""","1. 부서별로 틀리지만 화기애애하고 수평적인 기업문화(직급없이 형,동생함)
2. 현장직은 높은 시급으로 일할 수 있다.(L사보다 나음)
3. 연봉을 인상시키려는 마인드를 가진 CEO
4. 사람들이 정이많다.","1. 제조2파트는 인성이 좋지 못한 사람들이 많다.
2. 좋지못한 공장위치
3. 매출에 비해 작은 공장규모
4. 복지가 부족함","복지(기숙사, 자녀학자금)만 신경써주신다면 단점이 없는 회사입니다."
2.6,(주)바른전자,2016. 07,1점,"""열심히 일하고 대우는 못받는 회사
회사보다 그룹에 돈을 쓰는 회사""","구내식당 운영
기숙사 운영
회사 분위기
신입의 경우 많이 배울 수 있음","상대적이지만 비슷한 수모 회사 대비
복지 없음
연봉 적음
시골에 있음","사원 복지 증대 필요
보수적인 분위기를 개선해야 혁신이 나올 수 있음"
2.6,(주)바른전자,2016. 04,4점,"""열심히 일만해서 돈을 많이 벌고싶은 사람에게 추천""",중소기업 답지않게 교육프로그램이 잘 만들어져 있음. 크게 눈치주거나 텃세 같은게 없음. 대체로 일하는 일반 사원들의 연령대가 낮음. 밥이 맛있음.,시급이 높은편이나 시급외엔 없음. 직원들 복지에 좀더 신경써 주시길 바랍니다.,직원들과의 의사소통에 좀더 힘을 기울여 주었으면 합니다.
2.6,(주)바른전자,2016. 04,2점,"""성과에 대한 보상이 낮다
독자적인 기술이 없어 세월이 지나면 도태될 가능성이 높음""","생산공장이 있어 무료급식 제공함
기숙사가 있어 다니기 편함","KDC 그룹에 소속되어 있어 기업 성장에 어려움 있음
시골에 박혀 있어 시야가 좁아짐","합리적인 보상 제도가 있었으면 좋겠음
적극적인 투자 공격적인 사업방향 제시 필요"
